input_quant,temp,material_pressure,material_temp,exit_zone_temp,motor_amperage,motor_RPM,output_quality
13.214,24.5,124.229,161.9,54.6,71.12,10.25,5.614
13.231,24.7,124.49,169.3,56.5,73.85,10.26,5.282
13.325,24.7,124.116,159.0,53.5,72.27,10.25,5.594
13.109,24.5,124.329,153.9,55.2,69.83,10.24,4.679
12.533,24.5,123.867,182.3,58.2,71.38,10.25,8.267
13.018,24.6,123.632,150.7,53.5,70.43,10.26,6.755
12.645,24.4,123.913,176.0,57.4,73.51,10.24,7.896
11.992,24.4,124.066,165.4,56.6,69.82,10.25,4.774
13.249,24.5,123.782,171.3,56.5,73.07,10.26,7.793
13.096,24.5,124.363,135.0,48.9,73.06,10.25,3.609
11.914,24.4,124.01,152.6,50.7,72.42,10.23,3.924
12.104,24.6,123.957,156.0,50.3,72.29,10.26,5.008
13.072,24.5,124.313,180.2,59.3,71.09,10.24,6.856
13.321,24.4,124.451,168.3,58.7,71.72,10.25,4.723
12.604,24.8,124.046,155.1,53.4,70.32,10.27,6.091
13.295,24.4,124.566,152.3,54.2,72.58,10.26,3.439
13.101,24.5,124.161,158.1,53.4,70.41,10.26,5.378
13.264,24.6,124.0,178.7,56.9,71.53,10.27,7.102
11.52,24.6,124.387,176.5,57.4,71.2,10.26,2.021
13.243,24.5,124.023,162.0,56.5,71.63,10.26,5.609
12.707,24.4,123.85,147.8,50.1,73.06,10.26,5.631
12.818,24.6,124.432,169.8,56.7,72.49,10.27,5.5
13.188,24.5,124.405,171.5,59.2,71.74,10.26,5.227
11.992,24.7,124.072,169.5,59.3,69.55,10.25,4.857
13.117,24.8,123.951,163.1,51.4,72.8,10.27,6.888
12.135,24.6,123.573,171.2,55.2,70.72,10.27,6.902
12.973,24.4,124.036,146.2,52.0,70.02,10.27,4.906
13.053,24.6,123.771,175.2,56.3,71.91,10.27,8.081
12.799,24.8,123.734,163.8,55.5,76.28,10.26,7.306
12.71,24.5,123.695,163.4,53.0,72.05,10.26,7.624
11.809,24.6,124.431,148.4,52.6,71.71,10.27,1.893
12.981,24.6,124.274,170.7,53.4,74.8,10.27,7.065
13.06,24.5,124.048,161.3,55.2,71.86,10.27,5.934
11.886,24.4,124.108,169.0,54.5,72.32,10.27,4.538
13.256,24.5,123.833,160.1,55.8,70.59,10.27,7.12
12.897,24.4,124.094,144.2,49.4,72.8,10.28,5.846
11.878,24.6,124.338,172.4,57.2,71.79,10.29,4.343
12.964,24.6,123.771,171.1,55.1,71.98,10.28,8.084
12.564,24.7,124.551,165.7,56.5,71.34,10.27,4.701
12.861,24.7,123.579,164.8,55.8,70.51,10.27,7.412
13.088,24.4,124.31,171.6,58.0,70.41,10.3,5.791
12.793,24.7,124.435,141.6,48.4,72.91,10.28,4.41
12.483,24.8,123.692,169.5,58.3,71.26,10.29,6.678
12.897,24.6,124.374,170.8,56.4,73.23,10.29,6.154
12.864,24.7,124.082,171.3,54.3,73.98,10.29,7.059
13.25,24.5,123.996,150.2,51.3,73.51,10.3,5.564
13.066,24.6,124.247,164.4,53.9,71.4,10.27,6.78
13.411,24.7,123.65,159.6,53.1,72.92,10.29,6.816
12.079,24.6,124.486,166.1,54.9,72.03,10.3,3.671
13.012,24.6,123.872,138.6,53.0,70.07,10.28,4.991
12.782,24.4,123.568,152.0,53.2,70.99,10.27,6.293
13.235,24.5,124.26,162.4,55.6,73.1,10.3,5.656
12.774,24.6,124.537,180.9,58.1,71.88,10.28,6.377
13.015,24.5,124.138,141.4,51.8,71.55,10.28,4.467
12.532,24.7,123.868,187.4,62.3,70.77,10.27,8.546
13.011,24.7,124.32,158.9,55.7,68.94,10.27,5.03
11.716,24.6,124.313,155.1,52.3,72.35,10.27,1.646
13.117,24.6,123.731,175.0,56.4,74.27,10.28,7.848
12.04,24.5,124.222,167.6,58.0,71.04,10.28,4.606
13.201,24.6,124.176,166.2,57.4,71.87,10.28,5.777
12.47,24.5,124.402,155.6,51.9,79.12,10.29,4.667
12.576,24.5,123.72,173.5,55.4,72.85,10.29,8.074
13.354,24.6,123.77,152.9,53.1,69.62,10.29,5.386
12.808,24.5,124.181,165.9,55.6,72.25,10.31,6.62
12.99,24.7,123.817,177.9,56.9,71.78,10.3,8.139
12.067,24.5,124.236,163.0,52.1,71.72,10.29,4.452
12.9,24.7,124.283,159.0,52.0,72.1,10.29,5.947
12.917,24.5,124.223,153.3,52.9,70.98,10.3,5.286
12.626,24.6,124.43,166.0,54.8,71.22,10.28,6.02
12.867,24.5,123.734,158.2,52.5,70.59,10.31,7.31
12.805,24.7,124.098,165.3,56.1,70.37,10.3,6.416
13.303,24.7,123.888,166.2,53.2,72.51,10.29,6.003
12.979,24.6,124.096,171.3,56.9,72.51,10.29,7.024
12.707,24.4,123.581,180.2,56.1,73.89,10.31,9.168
12.111,24.6,124.562,180.8,58.6,75.66,10.29,4.896
13.057,24.7,124.401,181.1,57.0,71.04,10.3,7.006
12.857,24.7,123.571,161.8,53.3,71.21,10.29,7.738
12.778,24.6,123.74,169.3,55.5,70.52,10.3,7.871
13.156,24.6,123.595,162.2,54.8,72.41,10.32,7.466
13.333,24.8,123.623,163.1,53.6,74.71,10.31,6.479
12.712,24.4,124.537,177.3,58.1,71.41,10.29,5.81
13.044,24.5,124.361,152.4,54.8,71.5,10.3,4.838
13.129,24.5,123.81,166.1,57.4,72.17,10.3,7.136
12.823,24.6,124.346,154.1,53.1,72.22,10.3,5.39
12.871,24.5,123.603,158.1,53.2,75.09,10.31,7.114
13.176,24.5,123.703,161.7,54.4,70.46,10.31,7.116
13.236,24.7,124.492,163.3,56.2,69.67,10.3,4.73
12.876,24.6,123.607,158.1,53.5,68.92,10.31,7.65
13.067,24.5,123.803,138.9,50.8,71.71,10.33,5.4
12.323,24.6,124.399,174.4,55.7,71.52,10.31,6.367
13.258,24.4,124.149,158.1,50.9,74.53,10.3,5.449
13.161,24.6,123.783,175.1,55.5,71.01,10.31,8.352
12.515,24.5,123.669,160.1,54.1,71.15,10.33,6.659
11.746,24.6,123.815,181.1,61.8,71.97,10.31,4.964
13.087,24.7,123.828,159.3,55.6,71.01,10.32,6.908
12.729,24.6,124.094,180.3,57.7,71.77,10.31,7.634
13.0,24.5,123.808,173.7,57.8,71.09,10.3,8.062
13.123,24.5,123.866,162.8,53.1,72.4,10.32,6.833
13.012,24.5,123.942,163.8,56.1,71.08,10.31,6.234
12.769,24.6,124.333,170.8,55.6,70.8,10.31,6.172
13.103,24.7,123.769,169.6,53.4,73.71,10.32,7.323
12.912,24.4,123.824,155.0,53.1,72.64,10.31,6.142
13.354,24.6,124.106,185.5,59.5,72.7,10.31,7.172
12.604,24.5,123.997,164.5,57.2,72.63,10.31,6.356
13.082,24.4,124.049,152.1,54.3,70.17,10.31,5.152
12.701,24.5,124.52,160.3,55.8,70.77,10.32,5.115
12.724,24.5,124.562,177.9,55.8,71.59,10.33,6.01
12.612,24.7,123.79,169.6,58.5,69.86,10.31,7.197
13.122,24.5,124.469,149.2,50.8,71.13,10.32,4.261
11.89,24.6,124.336,157.7,53.9,70.87,10.31,2.384
12.85,24.7,124.12,156.7,52.0,70.65,10.34,6.349
13.028,24.5,123.593,173.1,57.2,72.82,10.33,8.152
13.178,24.4,124.124,174.7,56.3,72.42,10.33,7.244
12.95,24.7,123.957,162.6,56.1,72.71,10.32,6.799
13.004,24.6,124.414,167.4,54.1,71.95,10.32,6.407
13.14,24.5,123.826,162.9,58.4,70.83,10.35,6.304
13.092,24.5,124.111,159.6,53.9,70.84,10.31,6.013
12.994,24.6,124.229,163.1,52.6,70.44,10.33,6.3
12.847,24.5,124.076,159.3,56.1,73.53,10.34,5.661
12.639,24.6,123.795,162.4,52.5,70.83,10.32,7.008
13.02,24.4,123.603,172.0,55.1,72.88,10.33,7.98
13.164,24.6,124.02,144.3,50.7,73.81,10.32,4.997
12.767,24.5,123.972,177.4,56.9,72.45,10.32,7.796
12.95,24.6,124.549,152.5,54.0,72.23,10.33,4.469
11.857,24.6,124.055,168.3,54.8,71.11,10.33,4.356
13.128,24.5,124.288,168.5,56.9,72.21,10.35,6.023
11.944,24.6,124.332,163.8,55.9,74.39,10.34,2.979
13.0,24.7,123.817,161.7,53.3,72.48,10.33,6.9
12.975,24.6,123.902,159.4,53.4,70.45,10.34,6.81
13.303,24.6,124.496,158.1,53.5,74.88,10.33,4.697
11.866,24.4,124.433,170.6,56.5,71.61,10.35,2.879
13.09,24.7,124.56,168.2,56.9,71.16,10.34,5.644
13.277,24.6,123.616,167.0,56.6,70.99,10.36,7.422
12.134,24.6,123.74,158.6,52.1,70.07,10.34,5.733
13.184,24.6,123.876,179.9,61.2,69.41,10.34,7.544
13.254,24.6,124.515,156.4,52.8,68.95,10.35,4.646
13.201,24.5,123.815,165.9,54.8,71.6,10.35,6.841
12.168,24.4,124.438,173.2,56.4,70.27,10.34,5.157
13.198,24.4,123.706,174.3,55.1,75.05,10.35,7.653
13.418,24.6,124.385,163.1,53.3,72.48,10.36,5.283
12.623,24.5,123.813,164.9,55.8,71.51,10.35,6.81
12.761,24.6,123.654,149.2,51.2,72.5,10.36,6.355
12.092,24.8,124.512,155.0,52.0,70.25,10.37,3.293
11.695,24.7,123.63,146.1,49.8,74.93,10.35,3.425
13.203,24.5,124.122,155.8,53.1,71.46,10.34,5.618
12.845,24.5,123.936,175.8,56.0,70.68,10.38,7.421
13.087,24.6,124.472,156.5,55.4,73.57,10.35,4.246
13.418,24.4,123.635,175.0,53.3,71.5,10.36,8.269
13.086,24.7,124.059,135.2,49.2,72.41,10.35,3.648
12.989,24.6,124.227,159.4,54.2,69.29,10.36,5.633
13.349,24.6,123.86,168.9,54.0,72.55,10.37,6.831
12.785,24.5,124.52,140.6,49.8,73.75,10.35,3.683
13.388,24.6,124.021,162.8,56.8,70.68,10.37,5.473
12.791,24.7,123.912,160.7,56.4,71.54,10.37,6.439
12.732,24.4,123.988,165.3,56.1,74.67,10.35,6.602
13.345,24.6,124.05,170.0,56.8,72.61,10.37,6.628
13.059,24.7,123.86,162.2,53.3,70.8,10.36,6.983
13.174,24.4,124.492,165.7,56.8,75.39,10.38,5.009
13.142,24.5,124.384,167.2,57.3,73.44,10.36,5.79
13.085,24.4,123.898,155.5,51.8,74.22,10.37,6.24
12.764,24.4,124.23,160.1,54.9,75.28,10.36,5.406
12.448,24.4,124.428,161.6,56.6,73.55,10.36,4.68
12.085,24.7,124.003,165.6,55.5,72.86,10.35,5.19
12.888,24.4,123.611,167.1,55.6,72.63,10.37,8.237
13.265,24.6,123.839,161.7,53.1,74.02,10.39,7.006
13.303,24.5,123.791,146.9,53.9,71.29,10.37,5.291
12.908,24.5,124.134,159.3,52.5,71.41,10.38,6.464
13.015,24.6,124.335,151.2,49.7,71.16,10.36,5.308
13.503,24.7,123.786,157.2,55.1,72.03,10.36,5.562
13.19,24.3,124.099,162.5,55.4,69.44,10.37,6.213
12.007,24.7,124.379,167.4,57.8,74.48,10.35,3.853
12.816,24.6,123.882,153.0,52.8,72.66,10.37,6.488
13.394,24.6,124.012,156.1,53.5,72.07,10.38,5.339
13.324,24.6,123.82,145.2,52.8,72.37,10.37,5.465
13.144,24.5,123.947,191.6,60.4,72.06,10.38,8.979
12.881,24.6,123.711,171.4,55.9,71.54,10.36,8.164
13.363,24.6,123.641,146.9,52.5,72.21,10.38,5.798
12.522,24.4,123.908,152.3,52.5,71.88,10.36,5.6
13.084,24.6,124.37,172.6,57.8,70.06,10.39,5.877
13.087,24.5,123.925,163.4,57.0,69.16,10.38,6.55
13.011,24.4,124.468,171.0,56.1,74.89,10.39,5.689
12.767,24.5,124.102,176.4,59.0,75.39,10.39,6.787
13.074,24.4,124.126,156.8,54.9,69.29,10.39,5.357
13.259,24.4,124.032,157.7,53.1,72.67,10.39,5.933
12.92,24.5,123.816,172.6,57.8,70.6,10.38,7.983
13.114,24.5,124.036,149.4,51.5,68.91,10.36,5.465
12.631,24.7,124.308,150.0,50.7,73.29,10.37,5.208
12.901,24.6,123.659,176.7,58.4,69.62,10.38,8.578
12.999,24.6,124.528,177.3,56.2,72.8,10.4,6.769
12.756,24.8,124.026,155.0,53.5,73.19,10.38,6.231
13.059,24.4,124.435,171.2,55.1,71.33,10.39,6.171
12.681,24.7,124.46,169.6,53.4,76.91,10.39,5.92
12.761,24.5,123.858,150.6,53.0,74.44,10.39,5.352
13.27,24.5,124.069,172.3,54.3,71.84,10.37,7.328
12.726,24.5,123.9,155.4,51.2,70.1,10.4,6.173
13.034,24.6,124.168,153.7,52.2,72.89,10.4,5.504
13.484,24.6,124.562,159.9,54.2,72.34,10.38,4.03
13.116,24.4,124.076,172.5,56.0,72.69,10.39,7.539
13.027,24.5,124.189,192.3,61.3,69.97,10.39,7.878
12.924,24.5,124.361,182.2,57.9,73.44,10.4,7.047
12.884,24.6,124.479,147.6,51.9,71.95,10.39,4.313
12.753,24.5,124.386,186.2,58.6,74.92,10.39,6.908
12.943,24.5,124.043,162.7,53.6,69.18,10.41,6.646
12.675,24.3,124.484,165.2,55.3,70.94,10.39,5.376
12.991,24.6,123.622,157.4,53.8,70.42,10.39,6.946
12.781,24.5,124.085,164.5,54.8,71.21,10.41,6.799
12.872,24.6,123.847,164.2,55.7,70.63,10.4,6.836
12.664,24.6,123.625,176.2,58.7,74.28,10.42,8.178
13.084,24.6,124.265,172.8,58.5,70.36,10.42,6.697
12.983,24.5,123.809,176.7,58.6,69.64,10.4,8.281
12.73,24.6,123.844,178.2,58.8,72.95,10.39,7.783
13.161,24.6,123.957,162.3,54.8,72.29,10.41,6.681
12.907,24.7,123.935,170.0,55.4,73.6,10.41,7.802
13.315,24.5,124.532,165.4,55.2,73.42,10.4,5.487
12.904,24.6,123.984,144.4,50.7,69.21,10.41,6.002
13.182,24.6,124.327,167.1,56.3,72.32,10.4,6.62
13.544,24.8,124.147,168.3,55.9,70.43,10.42,5.831
13.038,24.7,124.473,173.7,58.3,72.72,10.42,5.932
12.609,24.6,123.85,165.5,54.3,71.43,10.4,7.246
13.114,24.4,124.104,151.2,54.9,72.1,10.4,5.137
12.791,24.6,124.167,164.8,56.8,71.43,10.41,5.494
13.105,24.6,123.687,141.1,46.2,73.3,10.41,5.958
13.028,24.7,123.743,180.9,58.9,71.9,10.42,8.582
13.07,24.3,123.857,144.0,52.1,71.28,10.43,5.671
13.357,24.6,123.71,181.5,59.5,74.33,10.41,8.206
13.031,24.6,123.592,160.0,53.3,74.81,10.43,7.148
12.939,24.7,123.68,161.7,54.9,71.91,10.4,6.913
12.633,24.6,123.682,161.0,54.1,70.63,10.4,6.495
12.869,24.5,123.736,173.3,54.0,72.6,10.41,7.998
11.944,24.7,124.442,183.3,59.7,71.99,10.43,4.67
13.097,24.6,123.765,171.5,55.3,70.81,10.42,7.871
13.356,24.5,124.434,162.6,51.8,73.71,10.42,5.13
12.543,24.6,123.726,150.0,49.8,72.33,10.41,6.126
12.714,24.7,124.069,164.7,54.2,73.58,10.4,6.484
11.901,24.5,123.764,150.8,52.4,69.52,10.4,4.201
12.692,24.7,124.472,182.7,57.1,71.53,10.43,7.071
13.02,24.5,123.866,163.3,56.3,72.25,10.41,6.768
13.013,24.5,123.616,163.0,55.9,72.78,10.42,7.427
13.096,24.8,124.12,166.4,55.8,72.38,10.42,6.498
12.932,24.4,123.594,169.2,59.1,70.41,10.42,8.353
13.37,24.6,123.968,181.1,55.5,75.46,10.41,7.332
13.105,24.7,124.332,149.3,50.9,71.61,10.44,4.286
12.868,24.4,124.455,176.6,60.2,72.65,10.42,5.886
12.643,24.6,123.65,162.3,54.9,72.28,10.44,7.828
12.963,24.4,123.992,174.5,56.6,71.61,10.42,7.448
12.96,24.8,123.721,152.9,51.7,71.79,10.45,6.05
11.652,24.5,124.394,154.6,52.2,71.85,10.45,1.726
13.027,24.5,123.79,153.4,49.9,72.5,10.45,6.462
13.064,24.5,124.07,178.1,58.4,69.38,10.43,8.112
12.413,24.5,123.904,172.5,56.1,73.15,10.44,7.326
12.776,24.5,123.606,180.7,60.6,71.28,10.42,8.294
13.134,24.6,124.214,158.3,54.5,72.17,10.44,5.812
13.138,24.6,123.982,169.5,56.9,70.17,10.43,6.941
12.161,24.7,124.285,170.1,52.0,73.09,10.44,5.428
12.723,24.4,123.774,175.2,56.1,70.71,10.44,8.276
12.658,24.4,123.571,178.2,59.1,70.37,10.43,8.579
12.984,24.6,124.264,178.3,55.7,72.79,10.45,6.979
12.977,24.6,123.809,148.2,51.0,70.11,10.45,6.187
12.86,24.6,123.659,180.4,57.2,74.89,10.46,8.329
13.131,24.5,124.52,173.4,59.7,73.66,10.45,5.174
13.099,24.7,123.584,158.3,52.3,73.05,10.44,7.539
12.971,24.7,124.457,168.2,56.5,71.31,10.46,5.139
12.734,24.6,124.208,155.7,54.0,73.95,10.45,5.521
13.073,24.5,123.679,183.7,61.5,74.02,10.45,9.206
13.066,24.4,123.878,176.3,56.0,72.61,10.46,7.821
12.822,24.5,124.003,133.2,48.5,73.72,10.45,3.999
12.1,24.6,124.457,151.1,52.9,69.89,10.44,3.154
13.279,24.5,123.835,165.2,55.2,72.23,10.46,6.912
12.984,24.5,124.141,168.0,54.7,73.04,10.47,6.565
13.242,24.6,123.727,155.1,55.0,71.25,10.46,6.544
11.712,24.4,124.305,167.8,53.9,72.1,10.44,3.585
12.613,24.5,123.699,159.0,54.7,70.02,10.46,7.118
12.81,24.7,123.914,188.0,60.2,69.84,10.45,8.86
12.976,24.5,124.339,197.6,62.0,71.4,10.45,8.238
12.85,24.7,123.725,155.8,52.6,73.15,10.46,7.132
13.103,24.6,124.269,156.0,53.2,71.32,10.46,6.107
12.788,24.7,123.611,160.1,53.6,70.02,10.46,7.343
12.618,24.6,123.976,161.3,54.1,72.43,10.48,5.798
13.258,24.6,123.862,162.3,56.4,71.51,10.46,6.282
13.149,24.5,123.645,174.8,58.5,71.53,10.46,8.26
13.032,24.6,123.82,174.2,58.3,73.39,10.46,7.905
13.424,24.6,124.084,155.0,54.3,73.05,10.46,4.851
12.663,24.6,124.07,165.5,53.2,72.78,10.47,6.44
13.103,24.3,124.557,155.9,52.6,70.48,10.47,4.589
12.173,24.5,124.324,163.6,54.6,71.69,10.48,4.454
13.114,24.4,123.837,181.8,58.0,72.15,10.46,7.922
13.001,24.5,123.633,170.4,53.5,70.82,10.47,8.079
12.615,24.5,124.23,163.8,54.4,72.97,10.47,6.528
13.266,24.6,124.096,175.8,60.4,69.83,10.46,6.208
12.98,24.6,124.06,161.4,53.5,71.08,10.48,6.364
12.943,24.7,123.828,169.9,55.9,74.79,10.49,8.063
12.949,24.6,123.972,193.9,59.6,70.79,10.46,8.647
12.914,24.5,124.563,163.0,57.0,72.23,10.48,4.952
12.783,24.6,124.365,154.4,51.1,70.56,10.47,4.944
13.002,24.5,123.702,158.2,54.6,71.35,10.46,6.57
11.8,24.6,123.886,156.8,56.5,72.87,10.47,3.504
12.926,24.5,124.486,173.2,58.2,71.21,10.48,6.307
12.776,24.8,123.854,177.6,55.6,71.38,10.48,7.71
13.21,24.7,124.459,164.8,56.6,69.44,10.48,5.343
13.137,24.5,123.806,170.2,56.0,71.47,10.48,7.453
13.22,24.5,124.168,170.5,55.6,70.4,10.49,6.671
12.726,24.5,123.705,170.0,55.6,68.67,10.46,7.759
12.769,24.6,123.994,185.5,58.6,70.68,10.48,7.982
13.311,24.4,123.711,159.9,54.3,72.31,10.48,6.889
13.357,24.4,124.005,171.1,56.7,72.33,10.47,6.632
12.825,24.5,123.671,170.3,59.4,72.06,10.49,8.044
12.956,24.5,124.088,163.9,55.6,75.17,10.48,6.224
12.603,24.6,124.091,154.6,52.0,72.77,10.5,6.038
12.94,24.5,124.1,168.4,54.9,76.04,10.49,6.599
12.995,24.7,124.365,168.3,54.4,71.74,10.49,5.872
12.849,24.5,124.548,159.1,52.6,70.25,10.5,4.644
13.069,24.7,123.591,165.7,56.1,73.89,10.51,7.773
12.212,24.5,124.057,177.7,58.7,71.92,10.49,6.482
12.652,24.5,124.481,167.6,56.6,70.85,10.49,5.546
12.884,24.6,123.61,153.2,55.5,73.08,10.48,6.119
13.153,24.5,123.69,157.3,56.1,69.77,10.49,6.899
13.126,24.6,123.712,153.6,50.3,69.75,10.47,7.124
13.299,24.5,123.703,163.6,53.2,73.79,10.5,7.187
13.248,24.5,124.204,170.9,56.3,70.95,10.5,6.449
12.977,24.6,123.953,161.4,53.2,74.45,10.51,6.616
12.308,24.6,124.198,172.0,55.6,69.68,10.51,5.608
12.841,24.5,123.808,150.6,49.4,70.7,10.5,6.16
13.085,24.7,123.695,182.7,57.4,74.87,10.49,8.656
12.626,24.4,123.737,167.5,56.7,70.2,10.49,7.098
12.846,24.5,123.663,157.3,49.3,72.88,10.49,6.856
13.232,24.7,124.213,157.2,51.2,71.6,10.51,6.013
12.946,24.4,124.524,177.7,59.0,71.78,10.5,6.943
12.949,24.5,124.224,160.8,55.6,72.04,10.5,5.522
13.421,24.5,123.887,148.6,51.9,70.35,10.49,5.574
11.974,24.6,124.544,161.9,58.1,71.73,10.5,2.836
12.867,24.4,123.853,159.2,54.9,76.25,10.51,6.728
12.932,24.7,124.083,160.2,52.2,71.37,10.51,6.06
13.101,24.6,123.775,164.3,53.2,71.72,10.51,7.35
13.195,24.6,123.634,166.3,55.1,74.47,10.51,7.467
12.859,24.5,123.607,155.0,54.2,71.25,10.5,6.638
13.017,24.7,124.151,172.6,58.2,70.22,10.48,6.495
12.013,24.6,124.53,162.6,53.2,72.71,10.51,3.084
12.989,24.7,124.131,165.1,53.8,70.36,10.5,6.038
12.858,24.5,123.775,170.1,55.3,70.51,10.5,7.592
13.15,24.3,124.561,151.6,50.7,73.33,10.53,4.483
12.636,24.6,123.738,154.8,52.8,72.44,10.52,6.635
12.939,24.6,123.737,156.7,52.3,74.13,10.53,6.549
12.841,24.7,124.489,165.3,55.6,70.8,10.51,5.452
13.041,24.6,124.407,172.4,56.3,72.29,10.53,6.097
12.589,24.6,124.102,162.9,54.7,72.94,10.51,6.599
12.9,24.5,124.363,167.6,56.7,69.22,10.52,5.96
12.65,24.7,124.429,162.6,54.0,73.25,10.52,5.601
12.492,24.5,124.28,165.6,55.7,70.31,10.52,5.958
12.411,24.4,123.948,158.6,55.0,72.16,10.53,5.144
13.085,24.7,124.479,155.7,52.0,72.38,10.53,5.295
13.113,24.7,123.987,169.6,54.3,74.94,10.5,7.218
12.971,24.7,123.574,153.9,50.3,72.69,10.51,6.574
12.715,24.7,124.346,188.5,59.7,71.3,10.53,7.785
13.467,24.6,123.768,176.7,57.1,72.01,10.53,7.467
12.959,24.5,123.833,139.5,50.1,70.39,10.53,4.806
12.278,24.6,124.238,160.6,54.6,74.4,10.51,4.849
12.958,24.6,123.838,179.6,58.4,73.49,10.52,8.139
13.03,24.5,123.993,156.9,52.6,75.27,10.52,6.372
12.941,24.7,123.601,173.9,60.0,72.9,10.54,7.522
12.946,24.6,124.073,159.6,53.2,71.06,10.53,6.829
12.936,24.6,124.163,150.4,51.6,71.09,10.54,5.241
13.357,24.6,124.563,174.4,57.0,71.93,10.53,5.419
12.608,24.6,123.621,154.8,51.4,71.62,10.53,6.811
13.024,24.4,123.844,178.9,58.5,71.95,10.54,7.883
12.896,24.5,124.01,152.2,51.8,72.36,10.53,5.7
12.908,24.6,124.07,182.8,59.0,72.37,10.54,7.318
12.966,24.6,124.003,156.1,51.6,71.38,10.53,6.579
12.907,24.6,123.838,163.0,55.5,72.06,10.55,6.921
12.892,24.7,123.91,160.3,54.4,72.42,10.53,7.238
13.119,24.7,123.986,170.3,57.7,72.27,10.54,6.715
13.032,24.4,123.751,173.0,57.0,72.04,10.53,7.99
12.946,24.6,124.309,168.4,54.3,71.84,10.54,5.593
13.347,24.8,124.186,148.2,53.0,72.11,10.55,3.812
13.477,24.5,124.018,166.9,53.7,72.93,10.54,6.542
13.432,24.4,123.642,162.0,53.7,69.33,10.54,7.027
12.707,24.6,124.005,153.5,51.8,68.63,10.54,5.934
12.992,24.8,124.134,160.4,54.3,72.96,10.54,5.86
12.86,24.7,124.138,164.4,55.4,70.65,10.51,5.927
12.661,24.6,124.564,174.4,56.2,71.24,10.55,6.175
12.886,24.7,124.492,186.4,57.6,70.3,10.55,6.696
13.253,24.6,123.946,161.0,53.7,71.69,10.56,5.922
11.997,24.5,123.897,172.7,54.2,75.01,10.53,6.172
12.729,24.5,124.023,171.7,59.1,72.3,10.55,6.7
13.081,24.5,124.046,176.6,56.2,73.11,10.55,7.39
13.058,24.6,123.688,171.2,58.7,73.29,10.55,7.45
12.684,24.5,124.546,162.9,55.6,73.11,10.54,4.997
12.671,24.6,123.939,144.0,50.2,71.12,10.54,5.218
11.784,24.7,123.949,157.7,54.5,72.5,10.55,3.3
13.164,24.7,124.423,175.9,58.6,70.89,10.56,5.945
13.047,24.6,124.537,166.6,58.3,73.31,10.57,5.202
12.996,24.5,124.292,162.3,54.4,71.01,10.55,5.432
12.759,24.9,124.086,154.6,51.7,76.53,10.57,6.509
12.847,24.5,124.065,165.3,56.2,70.59,10.56,6.477
12.801,24.5,124.09,165.9,55.0,69.26,10.56,6.337
13.193,24.5,124.054,166.0,57.3,70.53,10.56,6.564
13.142,24.6,123.97,166.3,55.9,72.92,10.56,6.899
13.013,24.6,123.918,176.0,58.4,71.21,10.56,7.479
13.083,24.5,124.276,159.9,56.8,73.47,10.55,6.165
12.984,24.7,124.143,152.4,54.0,71.83,10.57,5.399
13.391,24.4,124.202,180.3,57.1,72.68,10.57,6.845
13.019,24.7,124.521,169.1,56.4,71.88,10.55,6.01
12.988,24.7,124.189,156.3,54.0,71.25,10.55,5.82
12.789,24.4,123.958,154.7,53.8,72.83,10.58,5.163
13.222,24.7,124.43,161.8,57.3,69.47,10.57,4.645
12.893,24.5,124.52,162.1,53.9,70.8,10.57,5.026
12.779,24.6,124.502,162.3,56.8,74.72,10.56,5.777
13.068,24.5,123.847,163.3,53.1,71.17,10.58,7.056
13.067,24.7,124.466,178.8,58.3,70.92,10.56,6.046
13.167,24.5,124.183,155.9,53.2,71.9,10.58,5.212
13.364,24.6,124.44,178.0,54.9,73.52,10.59,6.511
13.077,24.7,123.583,154.7,51.7,68.83,10.58,7.06
12.935,24.6,123.895,177.5,59.8,72.77,10.57,7.823
12.079,24.8,124.075,169.5,53.9,71.65,10.57,5.876
12.866,24.7,123.903,148.7,52.0,73.42,10.58,6.519
13.406,24.6,124.258,170.1,56.4,73.5,10.58,5.872
12.532,24.5,124.161,165.4,53.8,70.83,10.56,6.422
13.185,24.4,124.102,154.2,50.9,72.65,10.59,5.643
13.02,24.8,124.315,155.5,51.0,70.78,10.58,5.241
12.844,24.6,124.216,165.5,55.8,72.16,10.59,5.884
13.229,24.4,123.82,177.3,57.5,75.82,10.58,8.244
12.978,24.8,124.022,148.5,52.5,74.26,10.59,5.076
12.833,24.7,123.594,170.4,58.0,72.99,10.6,8.533
12.298,24.6,123.925,151.8,51.6,72.71,10.58,5.094
12.773,24.6,124.495,167.6,54.7,71.16,10.6,5.183
13.072,24.6,123.91,170.0,57.8,72.16,10.58,7.318
12.795,24.5,124.348,178.1,59.7,72.55,10.59,6.209
13.107,24.6,124.559,160.1,53.2,70.0,10.59,4.458
11.929,24.5,123.758,180.3,58.6,74.09,10.59,6.094
12.659,24.6,124.025,161.6,53.8,68.87,10.58,6.372
13.118,24.6,123.612,157.9,53.0,70.8,10.58,7.183
12.981,24.7,124.332,188.5,59.7,70.34,10.61,7.518
11.929,24.6,124.541,166.6,53.7,69.92,10.59,3.24
13.191,24.7,123.762,177.8,58.0,69.85,10.61,8.585
13.032,24.6,123.998,163.5,55.6,70.71,10.61,6.371
12.852,24.7,124.032,176.4,54.9,71.03,10.6,8.176
13.229,24.7,124.286,149.0,51.4,72.21,10.6,4.134
